"","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"1618","XM_022474498.1","GO:0003674"," 14-3-3 protein gamma-like","crg:105337335","turquoise",0.0001501101600385,0.921617408903242
"1619","XM_022434400.1","GO:0003674"," upstream activation factor subunit spp27-like","crg:105342054","turquoise",0.000151442080085783,0.921439804002001
"1620","XM_022461280.1","GO:0003674;GO:0006397"," serrate RNA effector molecule homolog","crg:105326707","turquoise",0.000151770073012996,0.921396244593303
"1621","XM_022440051.1","GO:0003924;GO:0043167"," elongation factor Tu-like","crg:105319265","turquoise",0.000154606887181748,0.921022364936222
"1622","XM_022472661.1",""," nucleolar protein 58-like","crg:105332140","turquoise",0.000157240827133929,0.92067972388665
"1623","XM_022478497.1","GO:0006457;GO:0006464;GO:0016853"," peptidyl-prolyl cis-trans isomerase-like","crg:105324776","turquoise",0.000164575061970507,0.919747418774719
"1624","XM_022463233.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000166917354953762,0.919456133110447
"1625","XM_022481239.1","GO:0016491;GO:0055085"," NAD(P) transhydrogenase, mitochondrial-like","crg:105343392","turquoise",0.0001671219746918,0.919430830146111
"1626","XM_022458053.1","GO:0003723;GO:0005634;GO:0006397"," splicing factor U2AF 50 kDa subunit-like","crg:105335780","turquoise",0.00017534272272131,0.918432630100594
"1627","XM_022462069.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000180747526187964,0.917794996735655
"1628","XM_022444196.1","GO:0008092"," gelsolin-like protein 2","crg:105335623","turquoise",0.000181974652517301,0.917652187292759
"1629","XM_022467495.1",""," jupiter microtubule associated homolog 1-like","crg:105327752","turquoise",0.000184300001183315,0.91738350392557
"1630","XM_022461768.1","GO:0003674"," splicing factor 3B subunit 6-like protein","crg:105320833","turquoise",0.000185662676467681,0.917227211474398
"1631","XM_022463055.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000186907779791043,0.917085140890967
"1632","XM_022463232.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000187744121739084,0.91699010225301
"1633","XM_022483650.1","GO:0003674"," transcription elongation regulator 1-like","crg:105322652","turquoise",0.0001883915969245,0.916916739592931
"1634","XM_022463855.1","GO:0003674"," activating transcription factor 7-interacting protein 1-like","crg:105347358","turquoise",0.000189808902310017,0.916756796476067
"1635","XM_022462751.1","GO:0005634;GO:0051276"," histone chaperone asf1b-B-like","crg:105321600","turquoise",0.000191232892033199,0.916596982299138
"1636","XM_022475906.1","GO:0005634;GO:0032991;GO:0034641"," small nuclear ribonucleoprotein Sm D2","crg:105346162","turquoise",0.000200509073453716,0.915576812962797
"1637","XM_022459652.1","GO:0003677"," BUB3-interacting and GLEBS motif-containing protein ZNF207-like","crg:105345482","turquoise",0.00020937836381636,0.914633389792045
"1638","XM_022431697.1","GO:0005634;GO:0051276;GO:0065003"," nucleosome assembly protein 1-like 1","crg:105333989","turquoise",0.000211116002608978,0.914452018558903
"1639","XM_022477002.1","GO:0005737;GO:0008233"," dipeptidyl peptidase 3-like","crg:105348163","turquoise",0.000212626516751333,0.914295244669767
"1640","XM_022432987.1","GO:0003674"," myophilin-like","crg:105334847","turquoise",0.000218592173813346,0.913683973413453
"1641","XM_022459183.1",""," proliferation-associated protein 2G4-like","crg:105322708","turquoise",0.000225503012915427,0.912991013324355
"1642","XM_022462108.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 3 subunit L-like","crg:105340427","turquoise",0.000235526564783127,0.912013183721941
"1643","XM_022430415.1","GO:0005634;GO:0008168;GO:0034641;GO:0042254"," pre-rRNA processing protein FTSJ3-like","crg:105321595","turquoise",0.000238871919254169,0.911693652980185
"1644","XM_022443629.1","GO:0005737;GO:0005783;GO:0016887;GO:0022857;GO:0043167"," plasma membrane calcium-transporting ATPase 2-like","crg:105337328","turquoise",0.00024044559332189,0.911544481206327
"1645","XM_022446751.1","GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167"," serine--tRNA ligase, cytoplasmic-like","crg:105336016","turquoise",0.000246096785578356,0.911014640907063
"1646","XM_022463234.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000249281654389714,0.910719968307403
"1647","XM_022438323.1","GO:0005634;GO:0006464;GO:0007049;GO:0030234"," uncharacterized","crg:105332802","turquoise",0.000250563069765058,0.910602189101291
"1648","XM_022458440.1","GO:0003674"," scaffold attachment factor B2-like","crg:105320033","turquoise",0.000251781725396932,0.910490588534758
"1649","XM_022478553.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit delta-like","crg:105334189","turquoise",0.000254422918647583,0.910250072869747
"1650","XM_022448523.1","GO:0005737;GO:0009056;GO:0016887;GO:0043167"," 26S proteasome regulatory subunit 8","crg:105334244","turquoise",0.000254650605364461,0.910229425068107
"1651","XM_022442686.1","GO:0043167"," uncharacterized","crg:105341443;crg:105348421","turquoise",0.000255589424073364,0.910144431251386
"1652","XM_022435532.1",""," dynein light chain Tctex-type 1","crg:105318758","turquoise",0.000259376986490808,0.909803845809017
"1653","XM_022463056.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000261069232165693,0.909652856506842
"1654","XM_022451342.1","GO:0009058;GO:0034641"," leucine-rich repeat flightless-interacting protein 2-like","crg:105318412","turquoise",0.000266712740290334,0.909154462228725
"1655","XM_022484802.1",""," proliferation-associated protein 2G4-like","crg:105322708","turquoise",0.000275486771215271,0.908394777093088
"1656","XM_022476303.1","GO:0003674"," neuronal PAS domain-containing protein 4-like","crg:105340685","turquoise",0.000303506525951282,0.906081974818984
"1657","XM_022486772.1",""," intraflagellar transport protein 20 homolog","crg:105328691","turquoise",0.000309505963420419,0.905607336617755
"1658","XM_022475320.1","GO:0005975;GO:0006520;GO:0009056;GO:0016491"," probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","crg:105336766","turquoise",0.000314304204759502,0.905232569164665
"1659","XM_022446136.1",""," uncharacterized","crg:109620319","turquoise",0.000317107781163058,0.9050155362047
"1660","XM_022472320.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit alpha-like","crg:105328280","turquoise",0.000317276646012845,0.905002508946694
"1661","XM_022477023.1","GO:0005634"," splicing factor 3B subunit 2-like","crg:105319620","turquoise",0.000328421002355004,0.904153798075998
"1662","XM_022460702.1","GO:0005730;GO:0032991;GO:0034641;GO:0042254"," H/ACA ribonucleoprotein complex subunit 1-like","crg:105345478","turquoise",0.000331467425192265,0.903925481191342
"1663","XM_022450075.1","GO:0003723"," insulin-like growth factor 2 mRNA-binding protein 2","crg:105317154","turquoise",0.000341981391347673,0.903149144201158
"1664","XM_022466423.1","GO:0006950;GO:0016491"," peroxidase-like protein","crg:105336609","turquoise",0.000344997655115979,0.902929665882431
"1665","XM_022474926.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1-delta-like","crg:105320417","turquoise",0.000348178517744474,0.902699730882703
"1666","XM_022463053.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000381161633416353,0.900401821864016
"1667","XM_022470996.1",""," serine/arginine repetitive matrix protein 2-like","crg:105347313","turquoise",0.00038481551906105,0.900156353551335
"1668","XM_022476486.1","GO:0005975;GO:0006091;GO:0016491;GO:0044281"," malate dehydrogenase, cytoplasmic-like","crg:105343888","turquoise",0.000390143292421377,0.89980147846612
"1669","XM_022476615.1","GO:0007165;GO:0043167"," calmodulin-like","crg:105322085","turquoise",0.000393497399362324,0.899579885543352
"1670","XM_022489180.1","GO:0003674"," 14-3-3 protein epsilon-like","crg:105321521","turquoise",0.000394609118005043,0.899506744248334
"1671","XM_022461271.1","GO:0003674"," lethal(2) giant larvae protein homolog 1-like","crg:105346976","turquoise",0.000396602550325915,0.899375971452816
"1672","XM_022469790.1","GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167"," histidine--tRNA ligase, cytoplasmic-like","crg:105348611","turquoise",0.000397323662493965,0.899328783889828
"1673","XM_022488325.1","GO:0005840;GO:0008135"," density-regulated protein homolog","crg:105338124","turquoise",0.000397456164177056,0.899320120181
"1674","XM_022483812.1","GO:0003723"," vigilin-like","crg:105325039","turquoise",0.000401285798378947,0.899070627191324
"1675","XM_022465525.1",""," uncharacterized","crg:105331143","turquoise",0.000412216205224408,0.898368005291981
"1676","XM_022444141.1",""," universal stress protein Slr1101-like","crg:105326110","turquoise",0.000414970385798991,0.898193120906986
"1677","XM_022449799.1",""," loricrin-like","crg:105346536","turquoise",0.000416029498313965,0.898126096090278
"1678","XM_022487841.1","GO:0005634;GO:0032991;GO:0065003"," COP9 signalosome complex subunit 7b-like","crg:105319599","turquoise",0.000420556946796308,0.897840983323212
"1679","XM_022463052.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000422693445316958,0.897707219700448
"1680","XM_022468531.1","GO:0016301;GO:0034641;GO:0043167;GO:0044281"," adenylate kinase 8-like","crg:105347819","turquoise",0.000435506377541236,0.896915246495104
"1681","XM_022430772.1","GO:0003674"," disks large homolog 1-like","crg:105346688","turquoise",0.000443442162217112,0.896433258835756
"1682","XM_022465244.1","GO:0003723;GO:0009058;GO:0034641"," far upstream element-binding protein 1-like","crg:105324686","turquoise",0.000444141924456646,0.896391062192266
"1683","XM_022452973.1","GO:0005622;GO:0009058;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281"," ATP synthase subunit beta, mitochondrial","crg:105319097","turquoise",0.000445988342738796,0.896279953938156
"1684","XM_022453491.1","GO:0003924;GO:0006913;GO:0043167"," GTP-binding nuclear protein Ran","crg:105327885","turquoise",0.000449805130096902,0.896051342754588
"1685","XM_022458705.1","GO:0005737;GO:0016192;GO:0032991"," AP-1 complex subunit mu-1","crg:105318616","turquoise",0.000460339294100991,0.895427674736752
"1686","XM_022444089.1","GO:0016491;GO:0034641;GO:0042592;GO:0043167;GO:0044281"," thioredoxin reductase 1, cytoplasmic-like","crg:105322705","turquoise",0.000468540573040087,0.894949322766388
"1687","XM_022487861.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein C-like","crg:105341528","turquoise",0.000469185879012308,0.894911945345878
"1688","XM_022487523.1",""," uncharacterized","crg:105331603","turquoise",0.000470643675708583,0.894827645226025
"1689","XM_022462213.1","GO:0006629;GO:0009058;GO:0044281"," acyl carrier protein, mitochondrial-like","crg:105321030","turquoise",0.00047236794120067,0.894728182506682
"1690","XM_022486347.1","GO:0003674;GO:0005622;GO:0032991"," 26S proteasome non-ATPase regulatory subunit 7-like","crg:105332852","turquoise",0.000484564482187924,0.894032122528456
"1691","XM_022463896.1",""," protein DEK-like","crg:105336301","turquoise",0.000486897113209887,0.893900463915073
"1692","XM_022469736.1","GO:0006950;GO:0016491"," peroxidase-like protein","crg:105336609","turquoise",0.000488750924865304,0.893796159865416
"1693","XM_022483266.1","GO:0005737;GO:0005856;GO:0007010;GO:0008092;GO:0032991;GO:0065003"," F-actin-capping protein subunit beta-like","crg:105334480","turquoise",0.000489596498690007,0.8937486801371
"1694","XM_022461625.1","GO:0007267;GO:0008289;GO:0043167;GO:0055085"," uncharacterized","crg:105317369","turquoise",0.000492324490058905,0.893595909129649
"1695","XM_022486044.1","GO:0005840;GO:0006399;GO:0006520;GO:0008135;GO:0016874;GO:0043167"," alanine--tRNA ligase, cytoplasmic-like","crg:105336028","turquoise",0.000500877379160548,0.893120918880443
"1696","XM_022469601.1","GO:0003674"," hsc70-interacting protein-like","crg:105320089","turquoise",0.000504707297438354,0.892910145205151
"1697","XM_022433301.1","GO:0003674"," myophilin-like","crg:105334847","turquoise",0.000516200171663058,0.892284600843959
"1698","XM_022458628.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," myosin heavy chain, non-muscle-like","crg:105332339","turquoise",0.000523200864242564,0.89190854164521
"1699","XM_022461524.1","GO:0006457;GO:0032991;GO:0051082"," prefoldin subunit 1-like","crg:105325819","turquoise",0.000536169671037854,0.891221510585999
"1700","XM_022457213.1","GO:0003723"," plasminogen activator inhibitor 1 RNA-binding protein-like","crg:105336040","turquoise",0.000543853353387825,0.890820181282338
"1701","XM_022449758.1","GO:0043167"," ADP-ribosylation factor 2","crg:105328970","turquoise",0.000545433530438124,0.890738161463117
"1702","XM_022463005.1","GO:0006457;GO:0051082"," dnaJ homolog subfamily B member 4-like","crg:105323151","turquoise",0.000574649284105654,0.889252106528156
"1703","XM_022480087.1","GO:0006464;GO:0007165;GO:0030234"," protein phosphatase inhibitor 2-like","crg:105347320","turquoise",0.000576189609159035,0.889175306229032
"1704","XM_022435197.1","GO:0006091;GO:0009058;GO:0016491;GO:0043167;GO:0044281;GO:0051186;GO:0055085"," NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like","crg:105326432","turquoise",0.000591806388480578,0.888405009069405
"1705","XM_022457379.1","GO:0003723"," ankyrin repeat domain-containing protein 17-like","crg:105323237","turquoise",0.000591937050128955,0.888398627235696
"1706","XM_022463181.1",""," RNA-binding protein 12B-like","crg:105338790","turquoise",0.000593942248936336,0.888300817384492
"1707","XM_022480165.1","GO:0008233;GO:0032182"," protein DDI1 homolog 2-like","crg:105341522","turquoise",0.000594321803104569,0.888282330627272
"1708","XM_022457685.1","GO:0003674;GO:0007010"," uncharacterized","crg:105332198","turquoise",0.000608203717859116,0.887612044400678
"1709","XM_022443353.1",""," uncharacterized","crg:105325994","turquoise",0.000613452743423353,0.887361509788554
"1710","XM_022459050.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1-delta-like","crg:105320417","turquoise",0.000615951688508952,0.88724278611317
"1711","XM_022488041.1","GO:0003735;GO:0005739;GO:0005840;GO:0006412;GO:0042254"," 39S ribosomal protein L47, mitochondrial-like","crg:105328646","turquoise",0.000617302881397662,0.887178738188681
"1712","XM_022435122.1","GO:0005739;GO:0009058;GO:0022857;GO:0032991;GO:0034641;GO:0044281"," ATP synthase F(0) complex subunit B1, mitochondrial-like","crg:105324755","turquoise",0.000639535895932216,0.886139293020607
"1713","XM_022457843.1",""," uncharacterized","crg:105334186","turquoise",0.000648605334432916,0.885722853789659
"1714","XM_022461635.1","GO:0043167"," transitional endoplasmic reticulum ATPase","crg:105326153;crg:105343522","turquoise",0.000657096163578589,0.88533682126216
"1715","XR_002639782.1","GO:0003674"," nucleolysin TIAR-like","crg:105320706","turquoise",0.000687693584013702,0.88397524060368
"1716","XM_022434785.1","GO:0009056;GO:0009058;GO:0016810;GO:0043167;GO:0071554"," adhesive plaque matrix protein 2-like","crg:105325078","turquoise",0.000688107447027703,0.883957129891423
"1717","XM_022487888.1","GO:0005737;GO:0005783;GO:0006464;GO:0009058"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit-like","crg:105346120","turquoise",0.000700028000333373,0.883438865721615
"1718","XM_022483637.1","GO:0003723"," vigilin-like","crg:105325039","turquoise",0.000708465846433881,0.883075900202832
"1719","XM_022458377.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000713824465935963,0.882847027720069
"1720","XM_022483067.1","GO:0005737;GO:0032991"," eukaryotic translation initiation factor 3 subunit A-like","crg:105339951","turquoise",0.00071576193162664,0.882764585240778
"1721","XM_022462857.1","GO:0006457;GO:0006464;GO:0016853"," peptidyl-prolyl cis-trans isomerase A-like","crg:105325601","turquoise",0.000719865644679667,0.882590501801303
"1722","XM_022467814.1","GO:0003677;GO:0009058;GO:0034641"," homeobox protein Mohawk-like","crg:105319734","turquoise",0.000725804717427898,0.882339839174694
"1723","XM_022442765.1","GO:0006520;GO:0009058;GO:0016301;GO:0043167"," selenide, water dikinase-like","crg:105333883","turquoise",0.000726808553965293,0.882297619645223
"1724","XM_022484787.1","GO:0016887;GO:0043167"," ATP-binding cassette sub-family F member 3-like","crg:105320188","turquoise",0.000729087828244224,0.882201915358041
"1725","XM_022452412.1",""," uncharacterized","crg:105333052","turquoise",0.000736869042687377,0.881876827087525
"1726","XM_022444177.1","GO:0005975;GO:0006091;GO:0006520;GO:0009056;GO:0009058;GO:0016491;GO:0042592;GO:0043167"," dihydrolipoyl dehydrogenase, mitochondrial-like","crg:105339502","turquoise",0.00074665759645075,0.881471414737325
"1727","XM_022485597.1",""," uncharacterized","crg:105331850;crg:105334746","turquoise",0.000751307816500971,0.881280174792874
"1728","XM_022458376.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000753375563142554,0.881195416269936
"1729","XM_022442789.1",""," RIB43A-like with coiled-coils protein 2","crg:105340280","turquoise",0.000754808291567318,0.881136787156264
"1730","XM_022476407.1",""," ribosome biogenesis protein NOP53-like","crg:105341765","turquoise",0.000766254522963895,0.880671284610015
"1731","XM_022457556.1","GO:0003674;GO:0006412"," protein Gawky-like","crg:105325598","turquoise",0.00077140219076141,0.880463589061079
"1732","XM_022439490.1",""," 26S proteasome non-ATPase regulatory subunit 13-like","crg:105341026","turquoise",0.00077356815310979,0.880376500118582
"1733","XM_022463395.1",""," protein DEK-like","crg:105336301","turquoise",0.0007808239665026,0.880086048753052
"1734","XM_022437759.1",""," cytochrome c oxidase subunit NDUFA4-like","crg:105330603","turquoise",0.000789927696989128,0.87972439722313
"1735","XM_022460148.1","GO:0005739;GO:0022857"," ADP,ATP carrier protein 3, mitochondrial-like","crg:105335076","turquoise",0.000794634104090755,0.879538623350708
"1736","XM_022438739.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit theta-like","crg:105344544","turquoise",0.000805672829655162,0.879106024749233
"1737","XM_022458378.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","turquoise",0.000830577426373737,0.878145681497762
"1738","XM_022479260.1",""," microfibrillar-associated protein 1-like","crg:105331987","turquoise",0.000839745587630088,0.877797437811282
"1739","XM_022467121.1","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167"," tubulin beta chain-like","crg:105338583;crg:105343071","turquoise",0.000854653757382892,0.877237038338796
"1740","XM_022481054.1","GO:0003729;GO:0005840;GO:0008135"," eukaryotic translation initiation factor 4 gamma 1-like","crg:105345876;crg:105327952;crg:105330136","turquoise",0.000857293851758037,0.877138541219351
"1741","XM_022489002.1",""," uncharacterized","crg:105329974","turquoise",0.000864200397960427,0.876881912321309
"1742","XM_022439538.1",""," uncharacterized","crg:105319576","turquoise",0.000865932838601685,0.876817774118681
"1743","XM_022459548.1",""," baculoviral IAP repeat-containing protein 5-like","crg:105334034","turquoise",0.000872354931862738,0.876580829125488
"1744","XM_022466489.1","GO:0003677;GO:0005634;GO:0005694;GO:0006259;GO:0006520;GO:0006790;GO:0008168;GO:0043167"," DNA (cytosine-5)-methyltransferase 1-like","crg:105330054","turquoise",0.000879268061022227,0.876327184029183
"1745","XM_022435436.1",""," uncharacterized","crg:105319576","turquoise",0.000881877683449389,0.876231813991877
"1746","XM_022483456.1","GO:0005623;GO:0006464;GO:0032991"," nuclear envelope phosphatase-regulatory subunit 1-like","crg:105341620","turquoise",0.000891107316698363,0.875896153516302
"1747","XM_022464218.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"," doublesex- and mab-3-related transcription factor A2-like","crg:105338304","turquoise",0.000911393955747065,0.875167184220244
"1748","XM_022460135.1",""," ubiquitin-conjugating enzyme E2 2","crg:105317402","turquoise",0.000914189632710107,0.875067655624367
"1749","XM_022484822.1",""," tektin-1-like","crg:105320177","turquoise",0.000964528863493884,0.873312340143342
"1750","XM_022482729.1","GO:0043167"," zinc finger CCCH domain-containing protein 18-like","crg:105345285","turquoise",0.000988339372962091,0.872505252400787
"1751","XM_022474724.1","GO:0003674"," B-cell lymphoma/leukemia 11A-like","crg:105347650","turquoise",0.000989458692739883,0.872467661640123
"1752","XM_022464859.1","GO:0065003"," proteasome maturation protein-like","crg:105348466","turquoise",0.000999606382127091,0.872128270772808
"1753","XM_022468913.1","GO:0005737;GO:0005783;GO:0006810;GO:0032991"," protein transport protein Sec61 subunit beta-like","crg:105346081","turquoise",0.0010067088624075,0.871892216763504
"1754","XM_022430589.1","GO:0005737;GO:0008233;GO:0043167"," cytosol aminopeptidase-like","crg:105342304","turquoise",0.00101338412278691,0.871671464285284
"1755","XM_022458631.1","GO:0043167"," probable helicase with zinc finger domain","crg:105337397","turquoise",0.00104333777386941,0.870693721664123
"1756","XM_022459092.1","GO:0003674;GO:0009058;GO:0034641"," ornithine decarboxylase-like","crg:105318614","turquoise",0.00104409183018287,0.870669373028509
"1757","XM_022470085.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 39S ribosomal protein L30, mitochondrial-like","crg:105327405","turquoise",0.00104515744457734,0.870634985930087
"1758","XM_022446834.1","GO:0005739;GO:0006605;GO:0007005;GO:0008233;GO:0032991;GO:0043167;GO:0051604"," mitochondrial-processing peptidase subunit beta-like","crg:105348562","turquoise",0.00105090515892409,0.870449947371344
"1759","XM_022435310.1",""," rho GTPase-activating protein gacII-like","crg:105338224","turquoise",0.00109991013519264,0.868901469689031
"1760","XM_022437001.1","GO:0005634"," G1/S-specific cyclin-D2-like","crg:105330764","turquoise",0.00110358767409865,0.868787305712109
"1761","XM_022484771.1","GO:0043167"," EF-hand domain-containing family member C2-like","crg:105343087","turquoise",0.00110991751028466,0.868591451328881
"1762","XM_022478975.1","GO:0006520;GO:0006790;GO:0009058;GO:0016791;GO:0043167"," enolase-phosphatase E1-like","crg:105329340","turquoise",0.00111852108349736,0.868326542590276
"1763","XM_022485016.1",""," serine/arginine repetitive matrix protein 1-like","crg:105326199","turquoise",0.00111894570969051,0.868313506549764
"1764","XM_022469715.1","GO:0016887;GO:0043167"," ATP-binding cassette sub-family E member 1-like","crg:105343932","turquoise",0.00114761586421627,0.867441533851005
"1765","XM_022489974.1","GO:0003674;GO:0007165"," SPRY domain-containing SOCS box protein 1-like","crg:105333250","turquoise",0.00115401496065846,0.867249079095049
"1766","XM_022477689.1","GO:0008289;GO:0043167"," stAR-related lipid transfer protein 5-like","crg:105340832","turquoise",0.00115454614642699,0.867233138434356
"1767","XM_022440316.1","GO:0003723;GO:0005634;GO:0005737;GO:0006464;GO:0007049;GO:0009058;GO:0030234;GO:0034641"," protein HEXIM-like","crg:105327721","turquoise",0.00117907649826847,0.866502732421417
"1768","XM_022478721.1","GO:0005694;GO:0007059;GO:0032991;GO:0051276;GO:0140014"," uncharacterized","crg:105329183","turquoise",0.00118585306917468,0.866302905634461
"1769","XM_022486614.1","GO:0005737;GO:0006464;GO:0016791;GO:0032991"," serine/threonine-protein phosphatase alpha-2 isoform-like","crg:105326211","turquoise",0.00119290530378147,0.866095829584347
"1770","XM_022466303.1","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167"," tubulin beta chain-like","crg:105338583;crg:105343071","turquoise",0.00119785622579491,0.865950985794515
"1771","XM_022487729.1",""," asparagine-rich protein-like","crg:105333558","turquoise",0.00120449097473377,0.86575756081402
"1772","XM_022488876.1","GO:0016829;GO:0043167;GO:0044281"," carbonic anhydrase 1-like","crg:105333592","turquoise",0.00120474310126933,0.865750225776727
"1773","XM_022459388.1","GO:0006464;GO:0043167"," tubulin polyglutamylase TTLL7-like","crg:105348489","turquoise",0.00120835373798851,0.865645304856903
"1774","XM_022447298.1",""," uncharacterized","crg:105329384","turquoise",0.0012169133662211,0.865397479217857
"1775","XM_022435589.1",""," uncharacterized","crg:105338224","turquoise",0.00123950428711789,0.864749436102977
"1776","XM_022479523.1",""," protein CDV3 homolog","crg:105330225","turquoise",0.00125300965012934,0.864366110588377
"1777","XM_022484674.1","GO:0006464;GO:0016301;GO:0043167"," casein kinase II subunit alpha-like","crg:105332856","turquoise",0.00128400842624021,0.863497484215501
"1778","XM_022478157.1","GO:0003674"," cleavage and polyadenylation specificity factor subunit 6-like","crg:105337321","turquoise",0.00130486230967301,0.862921666326456
"1779","XM_022488315.1",""," 33 kDa inner dynein arm light chain, axonemal-like","crg:105333630","turquoise",0.0013359701939346,0.862075009024242
"1780","XM_022477783.1","GO:0003674"," synaptojanin-2-binding protein-like","crg:105345926","turquoise",0.00133819888198144,0.862014903004779
"1781","XM_022477652.1",""," protein ABHD17B-like","crg:105334614","turquoise",0.00136590476205035,0.861273694902848
"1782","XM_022442390.1","GO:0022857"," phosphate carrier protein, mitochondrial-like","crg:105331629","turquoise",0.00140054071917898,0.860362283438718
"1783","XM_022437912.1","GO:0005739;GO:0006091;GO:0009058;GO:0016491;GO:0044281;GO:0051186;GO:0055085"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like","crg:105347858","turquoise",0.00143063368502254,0.859583604270462
"1784","XM_022431635.1","GO:0003674"," uncharacterized","crg:105327310","turquoise",0.00144973501244368,0.859095489093385
"1785","XM_022489225.1","GO:0003677;GO:0005634"," FACT complex subunit SSRP1-like","crg:105321509","turquoise",0.00146032313611296,0.858826927491056
"1786","XM_022434353.1","GO:0005575"," uncharacterized","crg:105340495","turquoise",0.00146656078925359,0.858669373656423
"1787","XM_022487468.1","GO:0005737;GO:0005783;GO:0016887;GO:0022857;GO:0043167"," calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type-like","crg:105327139","turquoise",0.00147575829932528,0.858437942666943
"1788","XM_022443561.1",""," RIB43A-like with coiled-coils protein 2","crg:105340280","turquoise",0.00149434244794267,0.857973495644385
"1789","XM_022458667.1","GO:0003674"," uncharacterized","crg:105339238","turquoise",0.0015254382975999,0.857205644154527
"1790","XM_022445870.1",""," protein OS-9-like","crg:105340656","turquoise",0.00153191282500646,0.857047198718474
"1791","XM_022486438.1",""," chromobox protein homolog 1-like","crg:105345809","turquoise",0.00157128745110163,0.856093929835006
"1792","XM_022476914.1","GO:0016491"," NADH-cytochrome b5 reductase 3-like","crg:105323232","turquoise",0.00162573890619585,0.85480377112313
"1793","XM_022457253.1","GO:0003723;GO:0005730;GO:0032991;GO:0042254"," NHP2-like protein 1","crg:105348805","turquoise",0.00164711131280823,0.854305933601159
"1794","XM_022487313.1","GO:0003674"," 14-3-3 protein homolog 2-like","crg:105325344","turquoise",0.00169566511501833,0.853192097874264
"1795","XM_022477311.1","GO:0003674"," stress-induced-phosphoprotein 1-like","crg:105333358","turquoise",0.00176872982042575,0.851558721607939
"1796","XM_022431171.1","GO:0000278;GO:0005634;GO:0006464;GO:0019899"," G2/mitotic-specific cyclin-B3-like","crg:105347974","turquoise",0.00177452087907771,0.851431365630426
"1797","XM_022435632.1","GO:0003674"," U1 small nuclear ribonucleoprotein A-like","crg:105322216","turquoise",0.00187005706360512,0.849372500240315
"1798","XM_022486221.1",""," uncharacterized","crg:105318227","turquoise",0.00188849359474102,0.848983990147443
"1799","XM_022487381.1",""," uncharacterized","crg:105328656","turquoise",0.00192167276012083,0.848291668173957
"1800","XM_022468953.1",""," tyrosine-protein kinase BAZ1B-like","crg:105331842","turquoise",0.00199409849189523,0.846809926798164
"1801","XM_022465017.1","GO:0006457;GO:0006464;GO:0016853"," peptidyl-prolyl cis-trans isomerase D-like","crg:105340381","turquoise",0.0019997175374782,0.846696604822609
"1802","XM_022462025.1","GO:0005575"," transmembrane protein 178B-like","crg:105319129","turquoise",0.00200489241066482,0.846592444133817
"1803","XM_022482981.1","GO:0005737;GO:0005856;GO:0032991;GO:0043167"," septin-7-like","crg:105337592","turquoise",0.00206278075525356,0.845440296407579
