"","geneSymbol","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"1074","LOC111138025","XM_022489778.1",""," protein FAM92B-like","crg:105324914","red",0.000509764779192302,0.67913320141711
"1075","LOC111111269","XM_022448137.1",""," uncharacterized","crg:105340916","red",0.00053860625126334,0.677043933836538
"1076","LOC111133892","XM_022482615.1","GO:0043167"," N-terminal EF-hand calcium-binding protein 1-like","crg:105326446","red",0.000548442249993609,0.67635333901632
"1077","LOC111099657","XM_022431025.1","GO:0005737;GO:0005975;GO:0006091;GO:0006520;GO:0006790;GO:0009056;GO:0009058;GO:0016491;GO:0032991;GO:0034641;GO:0043226;GO:0051186"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like","crg:105332343","red",0.000563393817144665,0.675323646106834
"1078","LOC111131266","XM_022478741.1",""," coiled-coil domain-containing protein 60-like","crg:105320830","red",0.000578952249174325,0.674276735674911
"1079","LOC111127489","XM_022472687.1",""," non-classical arabinogalactan protein 31-like","crg:105329874","red",0.000593530857981652,0.673317412829735
"1080","LOC111120834","XM_022461826.1",""," golgin subfamily A member 6-like protein 22","crg:105319690","red",0.000595397675487717,0.673196032037726
"1081","LOC111136922","XM_022488096.1",""," spermatogenesis-associated protein 24-like","crg:105318948","red",0.000607804313160451,0.67239753358876
"1082","LOC111107699","XM_022443026.1",""," tumor suppressor candidate 2-like","crg:105348947","red",0.00061889095414749,0.671695717372992
"1083","LOC111134690","XM_022483966.1","GO:0003674"," serine/threonine-protein phosphatase 4 catalytic subunit","crg:105322489","red",0.000629638556853246,0.671025567340197
"1084","LOC111128593","XM_022474312.1","GO:0007165"," N-chimaerin-like","crg:105333427","red",0.000692855293905123,0.667271089691029
"1085","LOC111103146","XM_022436196.1",""," arrestin domain-containing protein 17-like","crg:105342457","red",0.000722845031225092,0.665591625558632
"1086","LOC111120087","XM_022460750.1",""," probable rRNA-processing protein EBP2","crg:105329263","red",0.000735426695747157,0.664904732698734
"1087","LOC111133903","XM_022482635.1","GO:0005739;GO:0022857"," kidney mitochondrial carrier protein 1-like","crg:105332764","red",0.000749751777828083,0.664134784791616
"1088","LOC111138341","XM_022490259.1","GO:0005622;GO:0008092"," drebrin-like protein B","crg:105319860","red",0.000759311647886887,0.663627925994219
"1089","LOC111099826","XM_022431293.1",""," estradiol 17-beta-dehydrogenase 11-like","crg:105320167","red",0.000766604952563379,0.663244894289744
"1090","LOC111106559","XM_022441282.1",""," universal stress protein in QAH/OAS sulfhydrylase 3'region-like","crg:105344469","red",0.000766851753814777,0.663231987284298
"1091","LOC111099112","XM_022430481.1","GO:0003674"," zinc finger and BTB domain-containing protein 41-like","crg:105343700","red",0.00078869474136547,0.662103479135578
"1092","LOC111130244","XM_022477034.1",""," phospholipid scramblase 1-like","crg:105333918","red",0.000821753113804269,0.660445305421629
"1093","LOC111125556","XM_022469488.1","GO:0005739;GO:0006810"," mitochondrial import inner membrane translocase subunit Tim8 A-like","crg:105331148","red",0.000826621650711091,0.660205938064008
"1094","LOC111132672","XM_022480498.1","GO:0007165;GO:0030234"," regulator of G-protein signaling 12-like","crg:105343750","red",0.000849875398977519,0.6590789824213
"1095","LOC111134051","XM_022482840.1",""," uncharacterized","crg:105334423","red",0.000851545360737427,0.658999067777722
"1096","LOC111118253","XM_022457613.1",""," UPF0193 protein EVG1-like","crg:105346128","red",0.000953385656103686,0.654361228805873
"1097","LOC111125668","XM_022469708.1","GO:0003674;GO:0005623;GO:0005929;GO:0022607;GO:0032991"," Bardet-Biedl syndrome 7 protein homolog","crg:105336556","red",0.000969594646187891,0.653662472545032
"1098","LOC111125572","XM_022469526.1","GO:0005623;GO:0006464;GO:0009058;GO:0016791;GO:0032991;GO:0034641"," CTD small phosphatase-like protein","crg:105333567","red",0.000976095021392076,0.653385042040743
"1099","LOC111101281","XM_022433726.1","GO:0007267;GO:0008289;GO:0043167;GO:0055085"," protein quiver-like","crg:105332281","red",0.000987316662247682,0.652909796871024
"1100","LOC111136606","XM_022487576.1","GO:0003677;GO:0009058;GO:0034641"," hematopoietically-expressed homeobox protein HHEX homolog","crg:105325075","red",0.000998026130296294,0.652460517181913
"1101","LOC111115770","XM_022454611.1",""," arrestin domain-containing protein 3-like","crg:105346969","red",0.00100525408417015,0.652159609577744
"1102","LOC111138178","XM_022490029.1","GO:0043167"," uncharacterized","crg:105344110","red",0.0010791269023529,0.649185482542421
"1103","LOC111136152","XM_022486802.1","GO:0003674"," glucose-induced degradation protein 8 homolog","crg:105336160","red",0.00108112887904255,0.649107326231542
"1104","LOC111126595","XM_022471341.1",""," uncharacterized","crg:105317309","red",0.00109219328817011,0.648677585953381
"1105","LOC111116508","XM_022455537.1","GO:0005739;GO:0006464"," succinate dehydrogenase assembly factor 2-B, mitochondrial-like","crg:105333448","red",0.0011454325784362,0.646660190273098
"1106","LOC111114981","XM_022453526.1","GO:0005622;GO:0008134;GO:0009058;GO:0032991;GO:0034641"," max-like protein X","crg:105344411","red",0.00114607600474118,0.64663630130517
"1107","LOC111121455","XM_022462750.1",""," uncharacterized","crg:105331522","red",0.00119598615759206,0.64481712070996
"1108","LOC111135783","XM_022486133.1",""," centrosomal protein of 63 kDa-like","crg:105339702","red",0.00122763396284417,0.643696773317425
"1109","LOC111135860","XM_022486283.1","GO:0003674;GO:0005575;GO:0007165"," dopamine receptor 1-like","crg:105333166","red",0.00127439530589491,0.642085538057204
"1110","LOC111138140","XM_022489977.1",""," DNA replication complex GINS protein PSF3-like","crg:105336014","red",0.0012840609606265,0.641758775768791
"1111","LOC111131596","XM_022479203.1",""," protein FAM89A-like","crg:109620253","red",0.00129427826921924,0.641415628918048
"1112","LOC111106473","XM_022441170.1",""," uncharacterized","crg:105325994","red",0.00137077175529428,0.638917270212935
"1113","LOC111121312","XM_022462528.1",""," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog","crg:105340329","red",0.00159117561168241,0.632327869993589
"1114","LOC111129996","XM_022476575.1",""," cAMP-regulated phosphoprotein 19-A-like","crg:105335022","red",0.00162088589220841,0.631499824552387
"1115","LOC111137204","XM_022488558.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 39S ribosomal protein L3, mitochondrial-like","crg:105347208","red",0.00162597071172379,0.631359398471417
"1116","LOC111122026","XM_022463552.1","GO:0009058;GO:0016779"," translation initiation factor eIF-2B subunit gamma-like","crg:105325610","red",0.00162973224111738,0.631255756615339
"1117","LOC111125202","XM_022468744.1","GO:0003674;GO:0006629;GO:0006790;GO:0009058;GO:0044281;GO:0051186"," lipoyl synthase, mitochondrial-like","crg:105335208","red",0.0016309110935705,0.631223317276335
"1118","LOC111123809","XM_022466404.1","GO:0016491"," putative oxidoreductase GLYR1","crg:105329855","red",0.00169941282209423,0.629371570909949
"1119","LOC111108126","XM_022443728.1","GO:0003674;GO:0005575;GO:0007165"," uncharacterized","crg:105325985","red",0.00170309438027757,0.629273852770424
"1120","LOC111133056","XM_022481121.1","GO:0006397"," pre-mRNA-splicing factor SPF27-like","crg:105321821","red",0.00174235196864654,0.628242827427465
"1121","LOC111132870","XM_022480783.1","GO:0003674;GO:0006259;GO:0006397;GO:0006464;GO:0006950;GO:0032991"," pre-mRNA-processing factor 19-like","crg:105343163","red",0.00175596378150866,0.627889929760746
"1122","LOC111124543","XM_022467483.1","GO:0006464;GO:0016301;GO:0043167"," serine/threonine kinase-like domain-containing protein STKLD1","crg:105338873","red",0.00181532163979625,0.62637758369441
"1123","LOC111137901","XM_022489605.1","GO:0005654;GO:0032991"," mediator of RNA polymerase II transcription subunit 21-like","crg:105340058","red",0.00181654499700359,0.626346857264077
"1124","LOC111112575","XM_022450109.1",""," protein PLANT CADMIUM RESISTANCE 3-like","crg:105342978","red",0.00195881953642213,0.622887382747708
"1125","LOC111133384","XM_022481741.1","GO:0003924;GO:0007165;GO:0043167"," guanine nucleotide-binding protein G(s) subunit alpha-like","crg:105348873","red",0.00204322410529848,0.620934267099803
"1126","LOC111124221","XM_022467079.1",""," uncharacterized","crg:105346492","red",0.00207548279704544,0.620205782076134
"1127","LOC111133203","XM_022481339.1",""," RING finger protein 166-like","crg:105322849","red",0.00214217761569241,0.618729469883005
"1128","LOC111126081","XM_022470480.1",""," uncharacterized protein C7orf57 homolog","crg:105339094","red",0.00215099136427046,0.618537288500415
"1129","LOC111123076","XM_022465168.1",""," uncharacterized","crg:105335151","red",0.0021790107941919,0.617930717233795
"1130","LOC111136126","XM_022486759.1","GO:0003674;GO:0065003"," BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3-like","crg:105328634","red",0.00222400671092759,0.616970272466963
"1131","LOC111122331","XM_022464048.1",""," uncharacterized protein C8orf74 homolog","crg:105341241","red",0.00226808374978214,0.616045211601259
"1132","LOC111099589","XM_022430917.1",""," uncharacterized","crg:105334279","red",0.0023070029932591,0.615240923725244
"1133","LOC111135992","XM_022486524.1",""," protein unc-93 homolog A-like","crg:105321852","red",0.00231758599850045,0.615024200184656
"1134","LOC111108455","XM_022444357.1","GO:0003674"," RNA polymerase II-associated protein 3-like","crg:105317785","red",0.00232090185315637,0.61495646835765
"1135","LOC111130080","XM_022476770.1","GO:0003674"," uncharacterized","crg:105338759","red",0.00251000369544841,0.611222394195748
"1136","LOC111135623","XM_022485853.1","GO:0005737;GO:0006520;GO:0009056;GO:0032991"," glycine cleavage system H protein-like","crg:105338616","red",0.00259004647023518,0.609712926949258
"1137","LOC111129316","XM_022475610.1",""," 28S ribosomal protein S27, mitochondrial-like","crg:105347893","red",0.00264788856721146,0.608646391773115
"1138","LOC111121510","XM_022462814.1",""," uncharacterized","crg:105325420","red",0.0027013204290664,0.607678462307674
"1139","LOC111121721","XM_022463109.1","GO:0006091;GO:0016829;GO:0044281"," aconitate hydratase, mitochondrial-like","crg:105338798","red",0.00278498553868888,0.606194734823575
"1140","LOC111125646","XM_022469652.1","GO:0003674;GO:0005975"," alpha-glucosidase-like","crg:105340925","red",0.00281538281076902,0.605664944871978
"1141","LOC111125475","XM_022469359.1","GO:0005975;GO:0016853"," glucosamine-6-phosphate isomerase 2-like","crg:105338585","red",0.00285325234280583,0.605011610687027
"1142","LOC111120965","XM_022462033.1",""," cytochrome c oxidase assembly protein COX19-like","crg:105343766","red",0.0029478412217514,0.603411035122674
"1143","LOC111133687","XM_022482295.1","GO:0003674;GO:0007165;GO:0007267"," segment polarity protein dishevelled homolog DVL-3-like","crg:105324971","red",0.00294897592521876,0.603392097996839
"1144","LOC111136485","XM_022487366.1","GO:0005634;GO:0032991;GO:0065003"," COP9 signalosome complex subunit 7b-like","crg:105324038","red",0.00306581997340631,0.601474085213713
"1145","LOC111126876","XM_022471786.1",""," uncharacterized","crg:105342649","turquoise",2.41943915869504e-11,0.947250337313919
"1146","LOC111127621","XM_022472879.1",""," uncharacterized","crg:105342649","turquoise",3.30382992592872e-10,0.931022197916881
"1147","LOC111122714","XM_022464592.1",""," uncharacterized","crg:105332382","turquoise",6.16596110760028e-10,0.926439069116317
"1148","LOC111127859","XM_022473145.1",""," glycine-rich RNA-binding protein blt801-like","crg:105318463","turquoise",7.00956472202165e-10,0.925458862073198
"1149","LOC111121057","XM_022462160.1","GO:0000228;GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641"," paired amphipathic helix protein Sin3a-like","crg:105335199","turquoise",7.61872707316837e-10,0.924814628078783
"1150","LOC111110760","XM_022447377.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105325533","turquoise",3.02915576094029e-09,0.913263439133308
"1151","LOC111124901","XM_022468170.1","GO:0003677;GO:0005694;GO:0032991"," histone H3.3","crg:105338425","turquoise",5.38927995260336e-09,0.907910203470764
"1152","LOC111118708","XM_022458296.1","GO:0016491;GO:0043167"," probable prolyl 4-hydroxylase 3","crg:105325727","turquoise",6.2245905171505e-09,0.906518234846287
"1153","LOC111119449","XM_022459637.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991"," histone H2A.V","crg:105344354","turquoise",8.45377395904933e-09,0.903487900143168
"1154","LOC111128495","XM_022474109.1",""," glycine-rich cell wall structural protein-like","crg:105347674","turquoise",1.03350925768527e-08,0.901443102195841
"1155","LOC111118803","XM_022458473.1",""," uncharacterized","crg:105347381","turquoise",1.6033686482262e-08,0.896814710184052
"1156","LOC111131434","XM_022478955.1",""," uncharacterized","crg:105319346","turquoise",3.49347259349776e-08,0.888037195539105
"1157","LOC111133423","XM_022481845.1","GO:0003674;GO:0005575"," neutral cholesterol ester hydrolase 1-like","crg:105324863","turquoise",4.13695805679806e-08,0.886029988167903
"1158","LOC111115396","XM_022454115.1",""," uncharacterized","crg:105321169","turquoise",4.36665468471306e-08,0.885380474834505
"1159","LOC111131514","XM_022479094.1",""," nucleoporin NUP100/NSP100-like","crg:105320837","turquoise",4.62597716413616e-08,0.884682731100853
"1160","LOC111132796","XM_022480617.1",""," mid1-interacting protein 1A-like","crg:105328088","turquoise",5.26482593559322e-08,0.883101825371771
"1161","LOC111108737","XM_022444791.1","GO:0005783"," translocon-associated protein subunit delta-like","crg:105329442","turquoise",5.30329725074499e-08,0.883012171630627
"1162","LOC111123866","XM_022466507.1",""," temptin-like","crg:105333574","turquoise",8.34807386351474e-08,0.87727941621573
"1163","LOC111132294","XM_022480089.1",""," uncharacterized","crg:105341720","turquoise",1.231936638556e-07,0.872125381054499
"1164","LOC111126084","XM_022470486.1",""," prisilkin-39-like","crg:105341955","turquoise",1.38278818662354e-07,0.870551592391944
"1165","LOC111108723","XM_022444763.1",""," universal stress protein Sll1388-like","crg:105327436","turquoise",2.0648571347503e-07,0.864927051074352
"1166","LOC111137632","XM_022489180.1","GO:0003674"," 14-3-3 protein epsilon-like","crg:105325344","turquoise",2.27730634442983e-07,0.863514102139249
"1167","LOC111106983","XM_022441907.1",""," alpha-crystallin A chain-like","crg:105336351","turquoise",2.32480263141056e-07,0.863214278934261
"1168","LOC111118182","XM_022457515.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991"," histone H2A.V","crg:105347164","turquoise",3.47780466538266e-07,0.857221101096379
"1169","LOC111138411","XM_022490364.1",""," keratin-associated protein 19-2-like","crg:105319512","turquoise",4.45239990765766e-07,0.853406544240174
"1170","LOC111106200","XM_022440769.1","GO:0042592"," thioredoxin domain-containing protein 9-like","crg:105329840","turquoise",4.60067122322714e-07,0.852892567244123
"1171","LOC111121056","XM_022462159.1","GO:0008289;GO:0043167"," annexin B9-like","crg:105344100","turquoise",8.57689103789452e-07,0.842742200167916
"1172","LOC111127230","XM_022472319.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit alpha-like","crg:105328280","turquoise",9.33997774051964e-07,0.841295552364294
"1173","LOC111105834","XM_022440260.1","GO:0000228;GO:0004386;GO:0005654;GO:0016887;GO:0032991;GO:0043167"," ruvB-like 1","crg:105317753","turquoise",9.48129227977428e-07,0.841039187513015
"1174","LOC111114697","XM_022453123.1",""," uncharacterized","crg:105339526","turquoise",1.10306110684109e-06,0.838430157541379
"1175","LOC111134857","XM_022484328.1","GO:0008289"," fatty acid-binding protein homolog 5-like","crg:105321122","turquoise",1.13870871772785e-06,0.837876023760594
"1176","LOC111133819","XM_022482504.1",""," uncharacterized","crg:105324908","turquoise",1.14080621881062e-06,0.837843898303703
"1177","LOC111126132","XM_022470546.1",""," temptin-like","crg:105333574","turquoise",1.20159525975004e-06,0.83693479747161
"1178","LOC111133255","XM_022481460.1",""," uncharacterized","crg:105338656","turquoise",1.20945007288875e-06,0.836820309120667
"1179","LOC111137081","XM_022488332.1",""," uncharacterized","crg:105334484","turquoise",1.25131895411131e-06,0.836220905743273
"1180","LOC111137559","XM_022489056.1","GO:0008289"," fatty acid-binding protein, adipocyte-like","crg:105318664","turquoise",1.39725207017308e-06,0.834261601217322
"1181","LOC111125145","XM_022468647.1",""," innexin unc-9-like","crg:105327328","turquoise",1.75265702754116e-06,0.830156040663154
"1182","LOC111131614","XM_022479226.1",""," protein spalten-like","crg:105317412","turquoise",1.83048279613851e-06,0.82935640618805
"1183","LOC111119921","XM_022460499.1",""," protein spalten-like","crg:105335513","turquoise",1.86075492712745e-06,0.829053455557776
"1184","LOC111122055","XM_022463590.1","GO:0008168"," probable thiopurine S-methyltransferase","crg:105343239","turquoise",1.8930977120273e-06,0.828734550604499
"1185","LOC111106730","XM_022441524.1",""," uncharacterized","crg:105347378","turquoise",2.05335761044622e-06,0.827221942596097
"1186","LOC111137797","XM_022489447.1","GO:0005856;GO:0008150;GO:0032991"," dynein light chain roadblock-type 2","crg:105343245","turquoise",2.3508063182121e-06,0.824671428809476
"1187","LOC111135475","XM_022485580.1","GO:0003674"," 14-3-3 protein epsilon-like","crg:105325344","turquoise",2.48083974416539e-06,0.823644997538508
"1188","LOC111121191","XM_022462347.1",""," uncharacterized","crg:105347353","turquoise",2.68581125780125e-06,0.822119531936378
"1189","LOC111104400","XM_022438323.1","GO:0005634;GO:0006464;GO:0007049;GO:0030234"," uncharacterized","crg:105332802","turquoise",2.9884096840726e-06,0.820045304540476
"1190","LOC111109677","XM_022445895.1",""," high mobility group protein B3-like","crg:105348423","turquoise",3.04466526652807e-06,0.819680253266514
"1191","LOC111136057","XM_022486641.1","GO:0009058;GO:0016301;GO:0034641;GO:0043167;GO:0044281"," nucleoside diphosphate kinase 7-like","crg:105343797","turquoise",3.49750527826733e-06,0.81694056612989
"1192","LOC111122696","XM_022464569.1",""," uncharacterized protein YMR317W-like","crg:105335233","turquoise",3.63619889929731e-06,0.816164018967845
"1193","LOC111131829","XM_022479553.1",""," basic salivary proline-rich protein 2-like","crg:105317412","turquoise",3.71928120521884e-06,0.8157112461473
"1194","LOC111130984","XM_022478295.1",""," uncharacterized","crg:105323689","turquoise",3.95482089545502e-06,0.8144743978356
"1195","LOC111127231","XM_022472320.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit alpha-like","crg:105328280","turquoise",3.98243824592577e-06,0.814333653857528
"1196","LOC111124589","XM_022467571.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 3 subunit G-like","crg:105339081","turquoise",4.07210588420579e-06,0.813882537708389
"1197","LOC111127912","XM_022473237.1","GO:0005622;GO:0008233;GO:0009056;GO:0032991"," proteasome subunit alpha type-6-like","crg:105322442","turquoise",4.18019038245342e-06,0.813350247854405
"1198","LOC111134474","XM_022483531.1","GO:0005575"," elongation of very long chain fatty acids protein 4-like","crg:105348990","turquoise",4.25510006017358e-06,0.812988399542455
"1199","LOC111115180","XM_022453828.1",""," auxin response factor 21-like","crg:105342494","turquoise",4.28322100992854e-06,0.812854008792345
"1200","LOC111111073","XM_022447835.1","GO:0043167"," calmodulin-2-like","crg:105342224","turquoise",4.97814290799166e-06,0.809757440726406
"1201","LOC111134984","XM_022484622.1",""," uncharacterized","crg:105335041","turquoise",5.43211356721346e-06,0.807934218861385
"1202","LOC111132659","XM_022480484.1",""," holotricin-3-like","crg:105342075","turquoise",5.72510010545939e-06,0.806827483909424
"1203","LOC111101414","XM_022433895.1",""," uncharacterized","crg:105333069","turquoise",5.74398114525726e-06,0.806757883767704
"1204","LOC111134986","XM_022484626.1",""," uncharacterized","crg:105335044","turquoise",5.90991998878076e-06,0.806154698092159
"1205","LOC111126839","XM_022471741.1",""," protein app1-like","crg:105329874","turquoise",6.27156735572522e-06,0.804890072893546
"1206","LOC111131153","XM_022478553.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit delta-like","crg:105334189","turquoise",7.67867626320742e-06,0.800511182848217
"1207","LOC111125507","XM_022469418.1","GO:0043167"," spliceosome RNA helicase DDX39B","crg:105326696","turquoise",7.85324244112898e-06,0.800018230651582
"1208","LOC111118162","XM_022457486.1","GO:0005575;GO:0022857"," sodium-coupled monocarboxylate transporter 1-like","crg:105343361","turquoise",7.97766767342197e-06,0.799672712310508
"1209","LOC111133180","XM_022481309.1","GO:0005622;GO:0030234"," cystatin-A-like","crg:105323813","turquoise",8.22231785645916e-06,0.799006923556301
"1210","LOC111106025","XM_022440535.1",""," intraflagellar transport protein 57 homolog","crg:105322936","turquoise",9.72196236886947e-06,0.795269368996521
"1211","LOC111126276","XM_022470794.1",""," uncharacterized","crg:105329978","turquoise",9.84194150811191e-06,0.794992722904859
"1212","LOC111133167","XM_022481291.1",""," heterogeneous nuclear ribonucleoprotein 1-like","crg:105318670","turquoise",1.06059309704037e-05,0.793297513380407
"1213","LOC111123487","XM_022465826.1",""," uncharacterized","crg:105340879","turquoise",1.19249322107327e-05,0.790608103587582
"1214","LOC111106649","XM_022441401.1",""," protein BTG1-like","crg:105325609","turquoise",1.28677663511501e-05,0.788841382436764
"1215","LOC111099921","XM_022431437.1",""," uncharacterized","crg:105317195","turquoise",1.34847865748694e-05,0.787745690775058
"1216","LOC111119180","XM_022459059.1",""," uncharacterized","crg:105327868","turquoise",1.38308009775859e-05,0.787150343078779
"1217","LOC111113087","XM_022451068.1",""," keratin, type I cytoskeletal 10-like","crg:105323246","turquoise",1.58490710288303e-05,0.783917462763492
"1218","LOC111119443","XM_022459631.1","GO:0003674;GO:0005783;GO:0008150"," ER lumen protein-retaining receptor 2","crg:105328735","turquoise",1.65211445795128e-05,0.782920894946366
"1219","LOC111123208","XM_022465386.1","GO:0006464;GO:0007049;GO:0019899"," protein CNPPD1-like","crg:105344366","turquoise",1.68819184801018e-05,0.782400493770041
"1220","LOC111125629","XM_022469616.1",""," innexin unc-9-like","crg:105338403","turquoise",1.69142461866269e-05,0.782354339325795
"1221","LOC111110808","XM_022447420.1","GO:0003674"," apolipoprotein D-like","crg:105331756","turquoise",1.71122590829192e-05,0.782073309646255
"1222","LOC111118667","XM_022458234.1","GO:0003674;GO:0005783;GO:0008150"," ER lumen protein-retaining receptor 2","crg:105328735","turquoise",1.7828596301633e-05,0.781079882702296
"1223","LOC111127640","XM_022472898.1","GO:0005575"," CD63 antigen-like","crg:105333695","turquoise",1.8157580011901e-05,0.780635311540095
"1224","LOC111135332","XM_022485296.1",""," uncharacterized","crg:105338658","turquoise",1.87714806330748e-05,0.779824252917091
"1225","LOC111128955","XM_022474929.1","GO:0003677;GO:0005634;GO:0005694;GO:0009058;GO:0032991;GO:0034641"," histone H4","crg:105320433","turquoise",2.09793385414233e-05,0.777087315207413
"1226","LOC111136188","XM_022486849.1",""," uncharacterized","crg:105321703","turquoise",2.18292930158647e-05,0.776100580527087
"1227","LOC111128836","XM_022474727.1",""," crystal protein-like","crg:105334044","turquoise",2.34051122216361e-05,0.774356909293278
"1228","LOC111133187","XM_022481323.1","GO:0005622;GO:0030234"," cystatin-A-like","crg:105340652","turquoise",2.43547985060173e-05,0.773355061416546
"1229","LOC111103397","XM_022436661.1",""," alpha-crystallin A chain-like","crg:105324845","turquoise",2.49738640568949e-05,0.772720235627678
"1230","LOC111126343","XM_022470886.1","GO:0005575"," CD63 antigen-like","crg:105324947","turquoise",2.70763565284704e-05,0.770662290809184
"1231","LOC111118554","XM_022458077.1",""," uncharacterized","crg:105329064","turquoise",2.73146000387774e-05,0.770437991818645
"1232","LOC111130436","XM_022477509.1","GO:0006790;GO:0006950;GO:0016491;GO:0034641;GO:0051186"," glutathione peroxidase 2-like","crg:105345880","turquoise",2.8350205079043e-05,0.769482446735553
"1233","LOC111119195","XM_022459106.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein D-like","crg:105333434","turquoise",2.92394410085988e-05,0.768685997497583
"1234","LOC111100520","XM_022432481.1","GO:0005575"," uncharacterized","crg:105334350","turquoise",2.96377867139791e-05,0.768336063063155
"1235","LOC111104157","XM_022437959.1",""," thioredoxin domain-containing protein plp1-like","crg:105329840","turquoise",3.03452104389481e-05,0.767724619501545
"1236","LOC111111190","XM_022448020.1","GO:0043167"," calmodulin, striated muscle-like","crg:105339773","turquoise",3.06957798447194e-05,0.767426216132801
"1237","LOC111114773","XM_022453244.1","GO:0003723;GO:0005737;GO:0006605;GO:0032991"," signal recognition particle 19 kDa protein-like","crg:105330866","turquoise",3.09470890272578e-05,0.767214129528629
"1238","LOC111129445","XM_022475835.1","GO:0043167"," calmodulin-like","crg:105327997","turquoise",3.09525817747771e-05,0.767209510876928
"1239","LOC111110462","XM_022446966.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105334326","turquoise",3.09910264010585e-05,0.767177204217715
"1240","LOC111133933","XM_022482676.1",""," uncharacterized","crg:105324908","turquoise",3.20156914251294e-05,0.766328778935309
"1241","LOC111124552","XM_022467495.1",""," jupiter microtubule associated homolog 1-like","crg:105327752","turquoise",3.23608334009845e-05,0.76604833738752
"1242","LOC111129447","XM_022475836.1","GO:0043167"," calmodulin-like","crg:109619586","turquoise",3.34388736713796e-05,0.765188901111323
"1243","LOC111108450","XM_022444348.1","GO:0005634;GO:0006397;GO:0022618;GO:0032991"," small nuclear ribonucleoprotein F","crg:105322958","turquoise",3.48705324441147e-05,0.764084207797477
"1244","LOC111099480","XM_022430770.1","GO:0005622;GO:0030234"," cystatin-A-like","crg:105340652","turquoise",3.63018864783251e-05,0.763018652262568
"1245","LOC111136136","XM_022486772.1",""," intraflagellar transport protein 20 homolog","crg:105328691","turquoise",3.8189242815963e-05,0.761668344200138
"1246","LOC111118209","XM_022457546.1","GO:0003674"," low-density lipoprotein receptor-like","crg:105348479","turquoise",4.05600048934597e-05,0.760052391486206
"1247","LOC111128146","XM_022473611.1",""," proline-rich extensin-like protein EPR1","crg:105337665","turquoise",4.15563297187273e-05,0.759397776253565
"1248","LOC111136821","XM_022487945.1","GO:0003674;GO:0034641"," spermidine synthase-like","crg:105339339","turquoise",4.24967063534296e-05,0.758792362410537
"1249","LOC111121964","XM_022463464.1","GO:0005576;GO:0006629;GO:0006810;GO:0009056;GO:0043167"," group XIIA secretory phospholipase A2-like","crg:105335483","turquoise",4.44472485286591e-05,0.75757297848712
"1250","LOC111111143","XM_022447951.1","GO:0043167"," calmodulin, striated muscle-like","crg:105339773","turquoise",4.64710420043335e-05,0.756356172964949
"1251","LOC111119762","XM_022460241.1","GO:0043167"," neo-calmodulin-like","crg:105338369","turquoise",4.70250345269013e-05,0.756031147761828
"1252","LOC111100448","XM_022432354.1",""," uncharacterized","crg:105337795","turquoise",5.05864123576568e-05,0.754017999150709
"1253","LOC111136391","XM_022487209.1",""," signal recognition particle receptor subunit beta-like","crg:105329775","turquoise",5.09702581272639e-05,0.753808462431126
"1254","LOC111106955","XM_022441849.1","GO:0005739;GO:0006605;GO:0007005;GO:0008233;GO:0032991;GO:0034641;GO:0051604"," mitochondrial inner membrane protease subunit 2-like","crg:105348945","turquoise",5.19393579830864e-05,0.753285498395352
"1255","LOC111123117","XM_022465230.1","GO:0043167"," follistatin-related protein 1-like","crg:105340830","turquoise",5.48614826997796e-05,0.751758513711482
"1256","LOC111110719","XM_022447314.1",""," uncharacterized","crg:105338950","turquoise",5.72970154069871e-05,0.750539024702392
"1257","LOC111133812","XM_022482496.1","GO:0005575"," TLC domain-containing protein 2-like","crg:105318111","turquoise",6.07539320314257e-05,0.74888344228625
"1258","LOC111113480","XM_022451779.1",""," uncharacterized","crg:105319434","turquoise",6.70430469926766e-05,0.746071272431031
"1259","LOC111104309","XM_022438178.1","GO:0005634;GO:0006464;GO:0007049;GO:0030234"," uncharacterized","crg:105332802","turquoise",6.71702441676829e-05,0.74601680632164
"1260","LOC111130243","XR_002638926.1",""," phospholipid scramblase 1-like","crg:105333918","turquoise",6.87161923095154e-05,0.745361903639345
"1261","LOC111112586","XM_022450137.1",""," uncharacterized","crg:105318913","turquoise",6.99295050469669e-05,0.744856833294388
"1262","LOC111136859","XM_022487996.1",""," ferric-chelate reductase 1-like","crg:105318067","turquoise",7.63541446805397e-05,0.742303038054522
